1,41009830
5,7153614
3,9955910
9,10191767
1,41354303
5,27987664
7,30297837
8,4556655
1,31099308
6,783502
6,1048095
5,16240399
4,5460968
1,3695404
8,15443291
2,32663905
3,8229135
1,28024400
8,20479641
12,16742841
1,22954148
1,29007903
3,5961225
5,28724102
5,27405004
1,21042663
4,18499413
1,37123586
5,19374511
4,19953282
3,5741230
3,10283716
5,28052566
12,15042278
5,27514211
3,2527357
1,31222404
1,29839335
2,32089365
6,727212
7,25216046
7,25979966
7,29048157
2,33073393
1,44447118
3,6540209
1,29127894
1,1043946
5,7422512
3,13276088
11,18956034
6,7585192
9,4732861
1,25639512
12,1506120
12,9862916
6,1154542
6,29702600
1,24994192
4,30174569
1,31748316
1,28076281
1,25143850
3,7877555
5,4800198
1,21050149
1,24003968
1,24482343
5,28124642
8,11976516
12,2013497
7,23867418
1,31224445
1,24045218
6,2995156
2,32727122
8,4078992
1,26914683
6,1087489
10,19833428
10,15485823
10,19978883
3,4383463
1,21346137
1,23669816
11,11630682
8,28465614
3,3777982
8,13999627
9,9791879
9,16066149
8,20717764
10,158129
1,25084607
8,20482504
6,3000545
1,28520187
1,31784982
1,21480473
3,5805510
1,44130981
6,30085266
5,25192398
5,27605653
1,30730962
8,856058
8,21112674
3,5159948
5,20557913
3,23000181
10,3574919
3,4737422
1,25768522
1,23973521
10,18326033
1,40791362
7,21973560
3,5301071
6,792238
6,798050
12,17590988
6,370160
1,23054409
1,23898804
2,34610001
1,29632224
1,27596020
6,796810
1,21603605
6,798453
7,25318034
1,11948647
1,31163358
11,25523534
11,18431425
6,797951
6,296743
3,8091489
12,1294401
1,27932262
1,24041562
1,2568541
10,20426137
1,23151056
12,18153868
1,25809272
6,813072
3,8172053
6,797561
1,13671069
8,388278
5,28573496
11,18434779
6,3043469
1,37139358
11,9126288
7,19002328
2,17501021
1,23281291
8,10164021
3,5490154
5,27820541
1,29775377
11,27160692
3,2312488
3,28780590
1,29809995
3,988863
1,28219552
9,11423524
1,23108292
3,10390201
3,4269797
3,4249288
1,29248332
8,21420350
8,26499752
7,29931834
1,27430102
4,14864656
6,1378251
4,16610873
5,5276396
3,35660519
3,26140462
6,25502285
4,33221634
3,5628177
1,37838321
3,10449525
6,2657447
10,7002473
2,7328306
6,21612578
3,4841513
7,28925202
2,20086878
4,16580359
1,24056582
2,6635214
1,28103078
1,28386157
1,24926155
1,34437599
6,30418200
1,27204582
11,21462009
4,6959916
1,26092468
9,12683870
2,20839630
8,8512758
5,27889027
1,24943951
1,28443100
3,10195595
7,24973974
6,30040771
6,797482
1,29985173
5,2548127
11,5575643
12,3650678
6,795058
8,20548534
12,3208559
1,29601691
4,6434566
8,3108387
3,29537128
6,791685
6,3001902
3,7626990
6,3041131
3,9572877
1,27105078
2,25550884
5,27558546
7,29020683
7,28903631
6,5563127
6,2992745
8,4698209
6,2991002
3,10507811
9,800369
1,25273133
3,288984
6,3058262
1,41125056
7,25409996
10,13517886
5,5926907
4,5930532
12,2283931
1,29517747
1,29481758
5,24750625
4,31319503
9,13557406
9,23361116
1,30324963
1,24906215
1,24060890
6,1447030
1,25748071
6,1600202
1,40892571
5,25164560
6,808245
2,32859434
6,10012901
5,13583138
1,24174319
6,29215361
5,2037577
6,792896
1,19595247
5,28064245
5,28247259
2,2135390
2,1288670
3,6221117
5,569803
10,6543844
6,1149261
1,26983559
1,41438322
6,3003470
1,30300392
11,28046569
2,17821657
5,27654029
3,5574461
3,3414002
1,25559092
6,1040908
1,27924484
6,812185
11,16147949
7,27546143
6,3002446
3,10420816
6,2371590
1,29216463
5,21502439
5,27148128
1,40897627
6,2009738
1,24597159
9,11337691
1,40568905
9,13204703
1,28493331
11,19313697
6,2995299
10,12144340
1,27505528
2,36521430
1,39697108
4,28251853
8,5633803
1,28971365
5,27783409
1,22403832
10,15048412
3,7772860
1,22745071
1,39906335
1,39881314
2,33793432
1,30736501
3,8946388
3,10272151
6,3007031
12,21819992
4,21641805
2,17495735
10,14658717
2,35263561
3,8745750
3,3624857
9,18615234
1,41430782
3,12674348
10,14138695
5,24302933
12,26873949
1,22124050
3,15849330
1,35733565
8,19700334
1,14203809
4,19760123
1,24626461
3,7652976
2,17504848
9,19067066
11,22619825
9,17656680
1,30384401
6,793505
9,17135276
3,10349295
6,3004941
11,21890828
1,39249991
10,14320152
6,3002912
6,2094078
3,10343723
2,33747275
1,28058975
5,22254
1,24281809
2,31704899
1,27300051
4,8069878
1,29768274
3,10313447
1,41412147
2,32312958
10,12258337
7,743502
9,9278930
7,28923082
6,3288598
1,28678134
11,29847857
6,1377892
7,24664397
1,25220325
6,3040842
6,7847453
1,39358978
12,22383248
5,28119310
6,29755626
3,33525612
1,24072678
1,30672592
10,20549302
3,3243059
3,3060728
1,40662092
1,25607956
1,44152380
6,3040421
4,32675387
2,23034401
6,17495629
10,15193303
7,2161033
3,10240932
2,33969624
3,10130523
1,36807114
1,31154912
6,797741
4,19400852
1,25964991
1,22027909
9,4955834
1,41121280
1,26790039
7,24623803
1,39798685
1,41688572
3,10346973
6,30386752
1,35833281
3,9861984
11,28391001
11,20322378
12,22046596
1,22455124
1,41393302
7,22830001
1,27206684
1,16716706
1,24762000
1,24211067
1,21042893
1,28920384
7,26936652
4,16477072
3,6945188
6,14016525
1,28000988
1,34152961
7,18792146
2,2819093
2,31991967
1,39472025
1,24176868
1,28755366
6,3597844
1,21262249
7,28891443
3,8028908
3,2897272
9,19919047
7,28610170
6,29620355
1,23076066
6,929990
1,27622297
1,28515275
8,16757216
1,31109187
3,3756886
6,3056727
3,5760259
12,11138475
7,28403198
1,24721932
6,10183311
11,22522119
1,40893167
1,31552321
6,4756949
2,5242065
1,28246215
1,24410416
2,5416397
1,38713017
1,31178007
5,24612517
1,19918097
1,30872652
1,23072166
3,8825163
1,24667558
4,24789033
10,17349256
12,21041644
1,39038717
6,3002274
1,26407330
4,31871929
6,28968990
12,1210120
4,16402507
3,2576865
6,3058789
1,41112561
10,9918841
7,1899740
6,10987243
5,28066803
1,26859591
3,6469743
1,14592566
3,3112576
10,10607086
1,37298115
9,16274633
1,24914654
3,4487854
1,23939637
7,29006254
6,3037417
5,27947797
4,20893935
3,10274815
1,24115506
3,10567867
2,33830825
3,1840628
1,38810442
4,13200741
1,28652014
12,27728824
12,725535
4,16372878
7,336771
2,33475497
5,24708662
1,30423222
2,33146140
1,22228095
3,8749228
8,26996765
1,23981336
3,2639992
1,26519666
1,38955071
5,27461431
2,4850776
3,6454960
1,30150990
1,34945306
1,23477899
6,796459
6,26595449
2,29675365
1,21503806
10,7254303
1,6666524
4,31772009
4,14156869
3,3472472
3,9775752
3,4183342
5,2153085
2,36103642
2,1000481
1,30349461
2,17499556
4,21838206
6,2294991
1,29020635
1,3173465
9,19967637
1,20992660
10,13025187
6,1088486
1,24883793
6,30087108
6,798518
3,7145866
1,21372969
3,10277833
2,17577855
1,25390128
6,814785
1,29866332
7,14174895
7,19807558
1,30345334
8,2943058
1,22922553
1,40768864
1,23664759
1,41206845
6,6696531
6,3010398
7,9230139
9,13754643
1,7126837
5,27659236
1,39338755
3,36889493
1,22883301
2,31923437
1,31532930
8,9665146
2,36008618
1,20275209
1,30921394
1,43144586
1,23959932
4,14468912
7,27916094
9,14448979
1,24703759
1,24961942
8,22709022
1,38786599
5,28122852
12,2963765
12,23027867
6,2246478
3,8736633
2,34415952
3,1249290
5,15533829
5,27494345
3,5690893
3,2040560
1,25713114
8,658673
5,6732531
6,13170365
1,21559899
8,9069840
4,13440855
11,3942492
11,21001903
1,28283141
4,4727543
1,40585518
1,22226613
6,799088
3,3318303
1,29101182
7,24777319
6,31299797
2,22007488
4,10920335
4,32303312
10,13379366
12,1304968
1,26569619
6,1658335
1,27571882
12,1403094
12,26057332
6,811363
11,6621411
3,3952231
6,10771628
3,3832071
1,5835846
7,18162661
2,16865582
6,795568
4,6817209
3,9738193
1,31278241
1,41024288
4,3098628
1,27123687
7,29048897
8,3612331
5,21765044
3,10311350
2,30414334
6,813231
1,27685411
10,2038800
6,6300049
5,20831300
1,28223724
2,34230072
1,22307231
4,12258407
11,29495809
1,1174585
12,19666867
1,25394657
7,28927021
11,24389247
1,23689014
3,4585176
6,874024
12,1023369
12,2341379
2,31522344
9,8718845
5,27564280
1,39899089
8,5315938
6,4612802
7,28908133
3,37134193
2,20300047
5,28368659
8,19921605
5,27897808
6,18966445
7,24950249
4,8662793
7,27810612
4,20106536
3,3365142
12,4083045
9,13818074
3,10075298
1,23163261
6,841517
3,9658408
7,21940250
9,7864332
1,24850835
1,22472205
6,1043797
3,3489584
1,21341111
5,4688418
1,26441325
6,933494
6,2992409
2,32271728
1,22049641
7,26000143
1,31200754
11,23091832
5,28162492
3,10546292
1,24598996
1,3528691
6,3040290
1,7853081
1,30402940
1,23251710
3,9289630
3,7737496
6,1768529
7,28902217
8,21283615
12,23728616
2,8038452
9,5687879
1,40910046
6,3001176
3,35577308
3,10450042
6,11960148
3,4441747
11,3074100
7,28900397
3,3712976
7,26609629
4,16403681
1,30091578
9,14352065
1,30321216
7,25407376
1,28565772
3,5641185
1,40729308
2,3954562
1,22243874
11,4974175
7,24132206
1,25240875
12,14979669
1,22918558
6,23927486
6,3008873
2,786788
1,28468226
7,23679582
1,28869171
3,5386282
1,41505313
1,22501486
1,41383328
3,8637260
3,8277891
12,26360367
1,28865637
6,3037810
1,39812826
3,7426655
5,28064120
6,886539
3,8029855
11,21973835
5,28149934
3,10452461
1,31729917
12,21874835
7,23422296
9,7618558
9,10222826
1,21967373
11,2095277
2,36636593
6,31686494
1,27253775
5,27893506
6,6520919
5,27722169
4,4449726
2,201495
6,27191592
3,10472896
1,31647363
2,31716424
6,28871517
5,28850700
1,4587744
3,8277661
1,26704926
1,32347135
11,5782075
1,27033613
7,15870899
4,33456491
12,19621574
3,9530386
3,16819501
1,29815393
3,17302647
1,29546981
2,32363175
1,24708170
6,1089072
1,41480247
3,10537136
3,37233286
6,796200
12,17559417
1,28270696
1,4645923
12,1156934
1,28637376
1,27127182
6,811085
6,815751
2,316859
6,1048552
1,22248844
1,24188196
6,3037506
2,29430823
11,25019069
2,33389205
1,39085020
2,33843912
7,28890394
7,1095553
1,21343396
4,35742807
1,14961699
10,3481742
11,28143109
2,21675708
1,24867842
6,10449106
1,30135805
4,7170260
2,32581793
1,8759542
7,3506276
10,22942721
1,21466586
7,28897374
7,28290385
11,25396571
2,31598870
4,4267775
10,3999005
8,21628085
3,26275856
1,28054459
7,25604646
1,40786535
7,20278260
3,4800618
1,27886169
6,28657008
9,12858856
3,4344937
5,28665946
5,27982470
4,5972108
6,3039411
1,24350602
1,422620
12,6731595
10,2084778
3,7096352
1,24259512
3,8317205
6,3059044
3,10330538
6,26025122
7,25157919
12,24594227
1,22368485
6,1767007
10,14507149
1,6973408
6,4672298
1,24404687
2,33694389
7,28898004
1,30997670
3,8047816
5,28042438
9,8611549
3,7607815
1,28610990
3,6559614
3,6063229
1,25546040
6,29381647
12,24948584
1,22825024
1,31907642
1,29445099
7,28899670
1,24622850
3,7501632
1,31437909
1,40764348
1,27956162
7,5919670
1,41151019
2,29536135
6,5186013
3,8192458
1,30470599
1,28811764
12,23491419
10,19249491
5,27781007
1,24781636
11,29665527
9,14360720
10,22344769
5,27481687
1,38647726
2,17507106
6,2991400
1,21522688
1,23331997
3,2358399
8,20155020
1,44672286
1,24641793
1,37028347
8,19957611
5,917435
1,29771384
1,23318770
11,2726164
1,27414891
1,40733109
3,10306682
3,33290594
1,29652856
3,1539641
5,27834890
4,21359733
7,29025020
6,7808667
1,24383623
5,19066134
12,4449205
7,28221241
5,28141974
1,31900502
11,25020958
5,26351028
1,30365545
3,4695210
10,5319125
11,27873594
11,30575776
